KEY,DATE,Actual_Sales,Predicted_Sales,Raw_Prediction,Absolute_Error,Percent_Error,DISCOUNT,is_eoss,Discount_Bin
KARNATAKA_BANGALORE_EBO_EBO_OFFLINE_MEN_RARE RABBIT_APPARELS_POLO_PINK_SHORT_SLEEVE,2025-02-02,6.0,19.381031036376953,19.381031036376953,13.381031036376953,223.01681224492884,0.160107138952662,1.0,15-20%
KARNATAKA_BANGALORE_EBO_EBO_OFFLINE_MEN_RARE RABBIT_APPARELS_POLO_PINK_SHORT_SLEEVE,2025-02-09,13.0,18.969045639038086,18.969045639038086,5.969045639038086,45.91570036513885,0.4236312890557462,0.0,40%+
KARNATAKA_BANGALORE_EBO_EBO_OFFLINE_MEN_RARE RABBIT_APPARELS_POLO_PINK_SHORT_SLEEVE,2025-02-16,0.0,18.726417541503906,18.726417541503906,18.726417541503906,187264175.41503903,0.0,0.0,0-5%
KARNATAKA_BANGALORE_EBO_EBO_OFFLINE_MEN_RARE RABBIT_APPARELS_SHIRT_BEIGE_SHORT_SLEEVE,2024-12-22,20.0,19.02814292907715,19.02814292907715,0.9718570709228516,4.859282924972796,0.2408522261277094,1.0,20-30%
KARNATAKA_BANGALORE_EBO_EBO_OFFLINE_MEN_RARE RABBIT_APPARELS_SHIRT_BEIGE_SHORT_SLEEVE,2024-12-29,34.0,19.111515045166016,19.111515045166016,14.888484954833984,43.7896487525562,0.3341334755220475,1.0,30-40%
KARNATAKA_BANGALORE_EBO_EBO_OFFLINE_MEN_RARE RABBIT_APPARELS_SHIRT_BEIGE_SHORT_SLEEVE,2025-01-05,23.0,19.763839721679688,19.763839721679688,3.2361602783203125,14.07025596215094,0.3532826985368033,1.0,30-40%
KARNATAKA_BANGALORE_EBO_EBO_OFFLINE_MEN_RARE RABBIT_APPARELS_SHIRT_BEIGE_SHORT_SLEEVE,2025-01-12,29.0,19.59888458251953,19.59888458251953,9.401115417480469,32.417628192129825,0.2768934942847986,1.0,20-30%
KARNATAKA_BANGALORE_EBO_EBO_OFFLINE_MEN_RARE RABBIT_APPARELS_SHIRT_BEIGE_SHORT_SLEEVE,2025-01-19,20.0,19.634733200073242,19.634733200073242,0.3652667999267578,1.826333086467246,0.3649147485080988,1.0,30-40%
KARNATAKA_BANGALORE_EBO_EBO_OFFLINE_MEN_RARE RABBIT_APPARELS_SHIRT_BEIGE_SHORT_SLEEVE,2025-01-26,24.0,19.316057205200195,19.316057205200195,4.683942794799805,19.516420179824113,0.4741268718994854,1.0,40%+
KARNATAKA_BANGALORE_EBO_EBO_OFFLINE_MEN_RARE RABBIT_APPARELS_SHIRT_BEIGE_SHORT_SLEEVE,2025-02-02,14.0,18.690736770629883,18.690736770629883,4.690736770629883,33.50523871504294,0.3565194880503666,1.0,30-40%
KARNATAKA_BANGALORE_EBO_EBO_OFFLINE_MEN_RARE RABBIT_APPARELS_SHIRT_BEIGE_SHORT_SLEEVE,2025-02-09,9.0,18.220571517944336,18.220571517944336,9.220571517944336,102.45068080973616,0.3729048877588572,0.0,30-40%
KARNATAKA_BANGALORE_EBO_EBO_OFFLINE_MEN_RARE RABBIT_APPARELS_SHIRT_BEIGE_SHORT_SLEEVE,2025-02-16,5.0,17.67329978942871,17.67329978942871,12.673299789428711,253.46548885759654,0.2569534662867996,0.0,20-30%
KARNATAKA_BANGALORE_EBO_EBO_OFFLINE_MEN_RARE RABBIT_APPARELS_T-SHIRT_PINK_SHORT_SLEEVE,2024-12-22,34.0,20.498910903930664,20.498910903930664,13.501089096069336,39.70907389753513,0.2710343313081034,1.0,20-30%
KARNATAKA_BANGALORE_EBO_EBO_OFFLINE_MEN_RARE RABBIT_APPARELS_T-SHIRT_PINK_SHORT_SLEEVE,2024-12-29,57.0,19.183700561523438,19.183700561523438,37.81629943847656,66.3443733404197,0.3337175143812101,1.0,30-40%
KARNATAKA_BANGALORE_EBO_EBO_OFFLINE_MEN_RARE RABBIT_APPARELS_T-SHIRT_PINK_SHORT_SLEEVE,2025-01-05,56.0,19.07064437866211,19.07064437866211,36.92935562133789,65.94526611930586,0.3757513778849466,1.0,30-40%
KARNATAKA_BANGALORE_EBO_EBO_OFFLINE_MEN_RARE RABBIT_APPARELS_T-SHIRT_PINK_SHORT_SLEEVE,2025-01-12,23.0,19.05732536315918,19.05732536315918,3.9426746368408203,17.142056185370443,0.3155076876524765,1.0,30-40%
